orgName,sector,firstName,lastName,email,socialLink,phone,addressStreet,addressCity,addressState,addressCountry,Role,eventId,eventName,eventDate,connections
"Wade, Lee and Strickland University",Computer Vision,Richard,Taylor,richard.taylor@wadeleeandstricklanduniversity.edu,https://linkedin.com/in/richardtaylor983,3387103349,26529 Henderson Lakes Apt. 313,Christopherstad,GA,USA,Attendee,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Thompson, Adams and Spears University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Computer Vision work during breakout session""}]"
"Ramirez, Kelly and Collins University",Robotics,Sheila,Rogers,sheila.rogers@ramirezkellyandcollinsuniversity.edu,https://linkedin.com/in/sheilarogers677,4266751482,15191 Williams Burgs,New Haydenbury,CO,USA,Organizer,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Williams-Garcia University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Anderson-Zimmerman University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Fisher, Robinson and Evans University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}]"
Hill-Tapia University,Computer Vision,Deanna,Moore,deanna.moore@hilltapiauniversity.edu,https://linkedin.com/in/deannamoore43,0672029003,26462 Murray Flat Suite 744,South Sharonmouth,CO,USA,Organizer,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Hill-Tapia University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Computer Vision work during breakout session""}, {""organization"": ""Ramirez, Kelly and Collins University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Computer Vision work during breakout session""}, {""organization"": ""Smith-Brown University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Computer Vision work during breakout session""}, {""organization"": ""Wright-Phillips University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Computer Vision and Robotics""}, {""organization"": ""Miller-Smith University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Computer Vision and NLP""}]"
Johnson and Sons University,Computer Vision,Ruben,Collier,ruben.collier@johnsonandsonsuniversity.edu,https://linkedin.com/in/rubencollier905,6996199756,66307 Meza Square Suite 107,New James,AR,USA,Speaker,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Ramirez, Kelly and Collins University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Computer Vision work during breakout session""}, {""organization"": ""Taylor and Sons University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Computer Vision work during breakout session""}, {""organization"": ""Hall, Brock and Wilson University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Computer Vision and NLP""}]"
"Johnson, Atkinson and Adams University",Computer Vision,Krystal,Hernandez,krystal.hernandez@johnsonatkinsonandadamsuniversity.edu,https://linkedin.com/in/krystalhernandez107,2919590580,66763 Brady Garden,Cynthiaport,DE,USA,Attendee,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Ramirez, Kelly and Collins University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Computer Vision work during breakout session""}, {""organization"": ""Gray-Brock University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Computer Vision work during breakout session""}, {""organization"": ""Collins LLC University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Computer Vision work during breakout session""}, {""organization"": ""Harvey, Sanders and Decker University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Computer Vision and Robotics""}]"
Anderson-Zimmerman University,Robotics,Patrick,Perez,patrick.perez@andersonzimmermanuniversity.edu,https://linkedin.com/in/patrickperez845,3924433270,027 Rodriguez Springs Suite 995,North Melissaport,SD,USA,Volunteer,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Harvey, Sanders and Decker University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Johnson, Atkinson and Adams University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Robotics and Computer Vision""}]"
Sanchez Group University,Robotics,Zachary,Steele,zachary.steele@sanchezgroupuniversity.edu,https://linkedin.com/in/zacharysteele341,2367399276,94072 Hanson Turnpike,Jaimemouth,MS,USA,Attendee,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Williams-Garcia University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Hill-Tapia University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Ramirez PLC University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Terry Group University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Robotics and Computer Vision""}]"
"Rodriguez, Cooper and Bryant University",Robotics,Christine,Anderson,christine.anderson@rodriguezcooperandbryantuniversity.edu,https://linkedin.com/in/christineanderson811,1826187388,7841 Owens Drive Apt. 357,Bergstad,VA,USA,Attendee,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Wade, Lee and Strickland University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Anderson-Zimmerman University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Solomon Inc University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}]"
"Harvey, Sanders and Decker University",Robotics,Victor,Jones,victor.jones@harveysandersanddeckeruniversity.edu,https://linkedin.com/in/victorjones283,3282855226,12087 William Square Apt. 026,Michaelmouth,LA,USA,Organizer,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Harvey, Sanders and Decker University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Yates, Carter and Foley University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Collins LLC University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Hill-Tapia University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Robotics and Computer Vision""}, {""organization"": ""Hall, Brock and Wilson University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Robotics and NLP""}]"
Meza-Potter University,Computer Vision,Catherine,Schroeder,catherine.schroeder@mezapotteruniversity.edu,https://linkedin.com/in/catherineschroeder627,5399840097,850 Robert Inlet Suite 762,Wardberg,CT,USA,Panelist,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Miller-Smith University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Computer Vision work during breakout session""}, {""organization"": ""Oneill, Gregory and Good University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Computer Vision and Robotics""}]"
Ramos-Roth University,Computer Vision,Joseph,Stone,joseph.stone@ramosrothuniversity.edu,https://linkedin.com/in/josephstone214,8742308989,747 Green Walk Suite 039,Jonesstad,GA,USA,Attendee,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Hill-Tapia University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Computer Vision work during breakout session""}, {""organization"": ""Wade, Lee and Strickland University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Computer Vision work during breakout session""}]"
Pope Ltd University,Robotics,Chris,Jones,chris.jones@popeltduniversity.edu,https://linkedin.com/in/chrisjones356,2093117712,3296 Angela Bypass Suite 932,New Deannatown,MI,USA,Attendee,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Barber-Weber University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Scott, Green and Lopez University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Terry Group University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Robotics and Computer Vision""}]"
"Yates, Carter and Foley University",Robotics,Brenda,Hernandez,brenda.hernandez@yatescarterandfoleyuniversity.edu,https://linkedin.com/in/brendahernandez707,3924421585,334 Michael Prairie,South Jasonmouth,MN,USA,Attendee,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Sanchez Group University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Miller-Smith University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Robotics and NLP""}]"
Taylor and Sons University,NLP,Sarah,Rivera,sarah.rivera@taylorandsonsuniversity.edu,https://linkedin.com/in/sarahrivera667,8434798178,280 Emily Shores,Farrellside,KS,USA,Attendee,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Oneill, Gregory and Good University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed NLP work during breakout session""}, {""organization"": ""Taylor and Sons University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed NLP work during breakout session""}]"
"Wade, Lee and Strickland University",Computer Vision,Robert,White,robert.white@wadeleeandstricklanduniversity.edu,https://linkedin.com/in/robertwhite767,6096025495,951 Ryan Villages,Port Abigailfort,NJ,USA,Sponsor,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Ramirez, Kelly and Collins University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Computer Vision work during breakout session""}, {""organization"": ""Johnson, Atkinson and Adams University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Computer Vision work during breakout session""}, {""organization"": ""Smith-Brown University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Computer Vision work during breakout session""}, {""organization"": ""Scott, Green and Lopez University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Computer Vision and Robotics""}, {""organization"": ""Clark-Pham University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Computer Vision and NLP""}]"
"Oneill, Gregory and Good University",NLP,Stacey,Snow,stacey.snow@oneillgregoryandgooduniversity.edu,https://linkedin.com/in/staceysnow672,7557319792,102 Jose Mill,Huntland,CA,USA,Panelist,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Wright-Phillips University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed NLP work during breakout session""}, {""organization"": ""Clark-Pham University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed NLP work during breakout session""}, {""organization"": ""Meza-Potter University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed NLP work during breakout session""}, {""organization"": ""Pope Ltd University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging NLP and Computer Vision""}]"
"Yates, Carter and Foley University",Robotics,Michael,Ruiz,michael.ruiz@yatescarterandfoleyuniversity.edu,https://linkedin.com/in/michaelruiz989,2987153491,43301 Yvonne Throughway,West Michaelberg,WA,USA,Attendee,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Williams-Garcia University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Fisher, Robinson and Evans University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Wade, Lee and Strickland University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}]"
"Oneill, Gregory and Good University",Robotics,Priscilla,Taylor,priscilla.taylor@oneillgregoryandgooduniversity.edu,https://linkedin.com/in/priscillataylor733,9929448796,94215 Cooper Circles,Port Eric,FL,USA,Attendee,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Barry LLC University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Campbell PLC University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Robotics and Computer Vision""}, {""organization"": ""Johnson, Atkinson and Adams University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Robotics and Computer Vision""}]"
Collins LLC University,Robotics,Jeffrey,Reilly,jeffrey.reilly@collinsllcuniversity.edu,https://linkedin.com/in/jeffreyreilly216,8709912738,82051 Vincent Mall,Hopkinsmouth,SC,USA,Attendee,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Taylor and Sons University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Williams-Garcia University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}]"
Williams-Garcia University,Robotics,Adrian,Harvey,adrian.harvey@williamsgarciauniversity.edu,https://linkedin.com/in/adrianharvey637,4992199335,659 Keith Dale Apt. 417,Johnfurt,KY,USA,Attendee,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Anderson-Zimmerman University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Fisher, Robinson and Evans University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Robotics and NLP""}]"
Barry LLC University,Computer Vision,Alan,Henry,alan.henry@barryllcuniversity.edu,https://linkedin.com/in/alanhenry378,3815397159,206 Stafford Mills,South Andrea,NV,USA,Speaker,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Crawford, Smith and Carroll University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Computer Vision work during breakout session""}, {""organization"": ""Rodgers, Johnson and Jenkins University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Computer Vision work during breakout session""}]"
"Fisher, Robinson and Evans University",NLP,Alicia,Stone,alicia.stone@fisherrobinsonandevansuniversity.edu,https://linkedin.com/in/aliciastone903,0164988116,4760 Ramirez Unions Apt. 281,Angelaville,IN,USA,Volunteer,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Wright-Phillips University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed NLP work during breakout session""}, {""organization"": ""Myers-Barr University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed NLP work during breakout session""}, {""organization"": ""Fisher, Robinson and Evans University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed NLP work during breakout session""}]"
"Wade, Lee and Strickland University",Computer Vision,Michael,Hammond,michael.hammond@wadeleeandstricklanduniversity.edu,https://linkedin.com/in/michaelhammond265,2407430287,8462 Vazquez Mountains Apt. 565,Christinabury,WY,USA,Attendee,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Sanchez Group University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Computer Vision work during breakout session""}, {""organization"": ""Johnson and Sons University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Computer Vision and NLP""}]"
Collins LLC University,Computer Vision,Brandy,Hall,brandy.hall@collinsllcuniversity.edu,https://linkedin.com/in/brandyhall607,3249012542,1545 Patterson Villages Suite 340,West Jeffreytown,CT,USA,Sponsor,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Barber-Weber University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Computer Vision work during breakout session""}, {""organization"": ""Fisher, Robinson and Evans University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Computer Vision and NLP""}]"
"Wade, Lee and Strickland University",Robotics,Jessica,Green,jessica.green@wadeleeandstricklanduniversity.edu,https://linkedin.com/in/jessicagreen858,6364496339,6516 Marcus Coves Apt. 380,Benjaminfurt,AL,USA,Attendee,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Carpenter LLC University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Ruiz-Smith University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Miller-Smith University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Robotics and NLP""}]"
"Harvey, Sanders and Decker University",NLP,Sherry,Silva,sherry.silva@harveysandersanddeckeruniversity.edu,https://linkedin.com/in/sherrysilva971,0613400221,7956 Emily Haven Apt. 924,East Barry,MI,USA,Attendee,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Rodriguez, Cooper and Bryant University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed NLP work during breakout session""}, {""organization"": ""Barry LLC University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging NLP and Computer Vision""}]"
Clark-Pham University,NLP,Christina,Snyder,christina.snyder@clarkphamuniversity.edu,https://linkedin.com/in/christinasnyder219,6232275702,5382 Isaiah Junctions Apt. 034,Port Natalieville,VA,USA,Volunteer,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Thompson, Robinson and Warner University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed NLP work during breakout session""}, {""organization"": ""Oneill, Gregory and Good University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed NLP work during breakout session""}]"
Barber-Weber University,Computer Vision,Paul,Pratt,paul.pratt@barberweberuniversity.edu,https://linkedin.com/in/paulpratt399,9021651033,44098 Alison Inlet Suite 475,East Stephanie,CA,USA,Attendee,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Taylor and Sons University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Computer Vision work during breakout session""}, {""organization"": ""Wade, Lee and Strickland University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Computer Vision work during breakout session""}, {""organization"": ""Clark-Pham University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Computer Vision and NLP""}]"
"Oneill, Gregory and Good University",Robotics,Mark,Wu,mark.wu@oneillgregoryandgooduniversity.edu,https://linkedin.com/in/markwu154,6660207555,27448 Wood Divide Suite 612,New Shawnbury,MD,USA,Attendee,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Hill-Tapia University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Anderson-Zimmerman University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Anderson-Zimmerman University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Robotics and NLP""}, {""organization"": ""Taylor and Sons University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Robotics and NLP""}]"
Collins LLC University,NLP,Brian,Casey,brian.casey@collinsllcuniversity.edu,https://linkedin.com/in/briancasey188,5497204389,09164 Arthur Mall Apt. 998,Parkerland,MA,USA,Attendee,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Crawford, Smith and Carroll University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed NLP work during breakout session""}, {""organization"": ""Anderson-Zimmerman University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed NLP work during breakout session""}, {""organization"": ""Taylor and Sons University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed NLP work during breakout session""}, {""organization"": ""Thompson, Adams and Spears University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging NLP and Computer Vision""}]"
Hernandez-Simon University,Computer Vision,Heather,Brown,heather.brown@hernandezsimonuniversity.edu,https://linkedin.com/in/heatherbrown711,1529278557,4136 Smith Shoal Apt. 037,Rogerston,OK,USA,Attendee,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Carpenter LLC University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Computer Vision work during breakout session""}, {""organization"": ""Anderson-Zimmerman University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Computer Vision and Robotics""}, {""organization"": ""Rodriguez-Hickman University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Computer Vision and NLP""}]"
Hill-Tapia University,Robotics,Jessica,Sanchez,jessica.sanchez@hilltapiauniversity.edu,https://linkedin.com/in/jessicasanchez64,6658879887,42518 Deborah Mount,Kennethburgh,WI,USA,Sponsor,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Miller-Smith University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Wade, Lee and Strickland University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Johnson and Sons University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Robotics and NLP""}]"
Collins LLC University,Computer Vision,Carly,Cox,carly.cox@collinsllcuniversity.edu,https://linkedin.com/in/carlycox184,5938734054,39402 Romero Spur,Heatherstad,KY,USA,Speaker,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Ramirez, Kelly and Collins University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Computer Vision work during breakout session""}, {""organization"": ""Johnson, Atkinson and Adams University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Computer Vision and NLP""}]"
Carpenter LLC University,Computer Vision,Connor,Bennett,connor.bennett@carpenterllcuniversity.edu,https://linkedin.com/in/connorbennett488,1102729106,767 Danielle Street Apt. 682,Donnashire,LA,USA,Attendee,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Hernandez-Simon University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Computer Vision work during breakout session""}, {""organization"": ""Hill-Tapia University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Computer Vision work during breakout session""}]"
Lee LLC University,Computer Vision,Craig,Henderson,craig.henderson@leellcuniversity.edu,https://linkedin.com/in/craighenderson768,4851030555,063 Thomas Streets Suite 795,Kathleenshire,ID,USA,Volunteer,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Johnson, Atkinson and Adams University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Computer Vision work during breakout session""}, {""organization"": ""Barry LLC University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Computer Vision and Robotics""}, {""organization"": ""Ruiz-Smith University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Computer Vision and Robotics""}]"
Barry LLC University,Robotics,Diana,Townsend,diana.townsend@barryllcuniversity.edu,https://linkedin.com/in/dianatownsend798,9147988403,893 Hoffman Port Suite 711,East Sheriside,IN,USA,Attendee,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Rodriguez, Cooper and Bryant University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Ramirez, Kelly and Collins University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Robotics and Computer Vision""}]"
Campbell PLC University,NLP,Sean,Acosta,sean.acosta@campbellplcuniversity.edu,https://linkedin.com/in/seanacosta208,4988206201,9858 Jones Canyon,South Thomas,UT,USA,Organizer,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Crawford, Smith and Carroll University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed NLP work during breakout session""}, {""organization"": ""Wade, Lee and Strickland University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed NLP work during breakout session""}]"
Pope Ltd University,Robotics,Anna,Carter,anna.carter@popeltduniversity.edu,https://linkedin.com/in/annacarter665,6312662190,236 David Inlet,North Johnmouth,UT,USA,Organizer,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Fisher, Robinson and Evans University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Hicks, Johnson and Walsh University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Richard Group University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Terry Group University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Robotics and NLP""}, {""organization"": ""Johnson and Sons University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Robotics and NLP""}]"
Wright-Phillips University,Robotics,Nicole,Wright,nicole.wright@wrightphillipsuniversity.edu,https://linkedin.com/in/nicolewright921,5621131485,725 Blake Canyon,New Eric,NC,USA,Attendee,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Ramos-Roth University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Oneill, Gregory and Good University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Clark-Pham University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Robotics and NLP""}, {""organization"": ""Wade, Lee and Strickland University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Robotics and Computer Vision""}]"
Miller-Smith University,Robotics,Robert,Wilson,robert.wilson@millersmithuniversity.edu,https://linkedin.com/in/robertwilson997,4165350460,060 Thompson Square,South Richard,DC,USA,Attendee,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Solomon Inc University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Ramirez, Kelly and Collins University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Scott, Green and Lopez University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Hernandez-Simon University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Robotics and NLP""}]"
"Fisher, Robinson and Evans University",Robotics,Alexis,Smith,alexis.smith@fisherrobinsonandevansuniversity.edu,https://linkedin.com/in/alexissmith280,6043740209,666 Julie Key Suite 865,Port Zachary,VT,USA,Volunteer,EVT-2025-AICONF,AI Research Connections Conference 2025,2025-09-10,"[{""organization"": ""Solomon Inc University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Collins LLC University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Myers-Barr University"", ""connectionType"": ""Shared research interests"", ""notes"": ""Discussed Robotics work during breakout session""}, {""organization"": ""Hernandez-Simon University"", ""connectionType"": ""Met at conference"", ""notes"": ""Met during poster session bridging Robotics and Computer Vision""}]"
