addressCity,addressCountry,addressState,addressStreet,connections,email,eventDate,eventId,eventName,firstName,lastName,orgName,phone,sector,socialLink,eventType,participantRole,medicalSpecialty
Denver,UNITED STATES,Ajay,"137, Health Street",[],dylan.iyer230@iu.edu,11/15/2025,EVT-MED-2025-001,Community Medical Camp 2025,Dylan,Iyer,Public Health Mission 17,6390898065,Other,https://linkedin.com/in/dylan-iyer-230,Medical camp,Nurse,Dermatology
OKKAJ,INDIA,PLEASE SELECT ST,"180, Health Street","[{""connectionOrg"": ""Regional Health Trust 151"", ""connectionType"": ""Other"", ""otherText"": """"}]",sahil.khan231@google.com,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,SAHIL,K,Urban Wellness Center 157,6358327449,Education,LINK,Medical camp,Organizer,General
Delhi,INDIA,Delhi,"28, Health Street","[{""connectionOrg"": ""Community Medical Foundation 30"", ""connectionType"": ""Shared info / resources"", ""otherText"": """"}]",sana.nguyen232@google.com,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Sana,Nguyen,Community Medical Foundation 7,6386068606,Community,https://linkedin.com/in/sana-nguyen-232,Medical camp,Doctor,Pediatrics
Mumbai,INDIA,Maharashtra,"187, Health Street","[{""connectionOrg"": ""Regional Health Trust 96"", ""connectionType"": ""Funding / partnership"", ""otherText"": """"}, {""connectionOrg"": ""Urban Wellness Center 149"", ""connectionType"": ""Funding / partnership"", ""otherText"": """"}]",meera.nguyen233@quantiphi.com,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Meera,Nguyen,Urban Wellness Center 77,6308854938,Government,https://linkedin.com/in/meera-nguyen-233,Medical camp,Patient,Dermatology
Chennai,INDIA,Tamil Nadu,"140, Health Street",[],rohan.reddy234@srmist.in.edu,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,Rohan,Reddy,Urban Wellness Center 14,6315809770,Community,https://linkedin.com/in/rohan-reddy-234,Medical camp,Organizer,General
Atlanta,UNITED STATES,Vijay,"152, Health Street",[],michael.nair235@iu.edu,11/15/2025,EVT-MED-2025-001,Community Medical Camp 2025,Michael,Nair,Public Health Mission 38,6387780264,Government,https://linkedin.com/in/michael-nair-235,Medical camp,Patient,Orthopedics
Chennai,INDIA,Tamil Nadu,"196, Health Street",[],sahil.khan236@quantiphi.com,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,Sahil,Khan,Rural Care Initiative 53,6386332285,Other,https://linkedin.com/in/sahil-khan-236,Medical camp,Nurse,General
Los Vagas,UNITED STATES,Somewhere,"54, Health Street","[{""connectionOrg"": ""Community Medical Foundation 169"", ""connectionType"": ""Other"", ""otherText"": """"}]",prachi.nair237@google.com,11/12/2025,EVT-MED-2025-001,Community Medical Camp 2025,Prachi,Nair,Rural Care Initiative 18,6334900630,Business,https://linkedin.com/in/prachi-nair-237,Medical camp,Organizer,Cardiology
Los Vagas,UNITED STATES,Somewhere,"91, Health Street","[{""connectionOrg"": ""Regional Health Trust 169"", ""connectionType"": ""Shared info / resources"", ""otherText"": """"}]",sahil.nair238@amazon.com,11/13/2025,EVT-MED-2025-001,Community Medical Camp 2025,Sahil,Nair,TrustWell Medical Group,6391016906,Business,https://linkedin.com/in/sahil-nair-238,Medical camp,Organizer,Dermatology
Seattle,UNITED STATES,Washington,"131, Health Street","[{""connectionOrg"": ""Rural Care Initiative 195"", ""connectionType"": ""Other"", ""otherText"": """"}, {""connectionOrg"": ""LifeAid Foundation"", ""connectionType"": ""Referral / introduced"", ""otherText"": """"}]",sahil.garcia239@google.com,11/12/2025,EVT-MED-2025-001,Community Medical Camp 2025,Sahil,Garcia,Rural Care Initiative 43,6390672178,Education,https://linkedin.com/in/sahil-garcia-239,Medical camp,Doctor,Cardiology
Los Angeles,UNITED STATES,Nowhere,"93, Health Street","[{""connectionOrg"": ""NewAge Health Partners"", ""connectionType"": ""Other"", ""otherText"": """"}]",priya.nair240@google.com,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Priya,Nair,Rural Care Initiative 14,6383896213,Non-profit,https://linkedin.com/in/priya-nair-240,Medical camp,Doctor,Cardiology
Los Angeles,UNITED STATES,Nowhere,"195, Health Street",[],michael.iyer241@iu.edu,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,Michael,Iyer,Urban Wellness Center 71,6328413801,Business,https://linkedin.com/in/michael-iyer-241,Medical camp,Volunteer,General
Seattle,UNITED STATES,Washington,"127, Health Street","[{""connectionOrg"": ""HealthSpring Trust"", ""connectionType"": ""Reconnected / existing relationship"", ""otherText"": """"}, {""connectionOrg"": ""Urban Wellness Center 165"", ""connectionType"": ""Met for the first time"", ""otherText"": """"}]",vikram.nair242@amazon.com,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,Vikram,Nair,Rural Care Initiative 71,6304944747,Education,https://linkedin.com/in/vikram-nair-242,Medical camp,Volunteer,Dermatology
BLOOMINGTON,UNITED STATES,INDIANA,"102, Health Street","[{""connectionOrg"": ""Public Health Mission 64"", ""connectionType"": ""Reconnected / existing relationship"", ""otherText"": """"}]",kunal.verma243yahoo.com,11/13/2025,EVT-MED-2025-001,Community Medical Camp 2025,Kunal,Verma,Public Health Mission 123,6303224526,Government,https://linkedin.com/in/kunal-verma-243,Medical camp,Organizer,Dermatology
BLOOMINGTON,UNITED STATES,INDIANA,"38, Health Street",[],prachi.jones244@amazon.com,11/15/2025,EVT-MED-2025-001,Community Medical Camp 2025,Prachi,Jones,Regional Health Trust 124,6329031735,Community,https://linkedin.com/in/prachi-jones-244,Medical camp,Organizer,Pediatrics
BLOOMINGTON,UNITED STATES,INDIANA,"147, Health Street","[{""connectionOrg"": ""Community Medical Foundation 131"", ""connectionType"": ""Referral / introduced"", ""otherText"": """"}]",vikram.garcia245yahoo.com,11/12/2025,EVT-MED-2025-001,Community Medical Camp 2025,Vikram,Garcia,Community Medical Foundation 57,6355068193,Education,https://linkedin.com/in/vikram-garcia-245,Medical camp,Patient,General
Denver,UNITED STATES,Ajay,"132, Health Street","[{""connectionOrg"": ""Rural Care Initiative 1"", ""connectionType"": ""Shared info / resources"", ""otherText"": """"}]",nithya.garcia246@quantiphi.com,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Nithya,Garcia,Rural Care Initiative 56,6395453014,Business,https://linkedin.com/in/nithya-garcia-246,Medical camp,Organizer,General
Pune,INDIA,Maharashtra,"174, Health Street",[],meera.sharma247@amazon.com,11/13/2025,EVT-MED-2025-001,Community Medical Camp 2025,Meera,Sharma,Community Medical Foundation 72,6363092661,Community,https://linkedin.com/in/meera-sharma-247,Medical camp,Doctor,Dermatology
Pune,INDIA,Maharashtra,"118, Health Street","[{""connectionOrg"": ""Public Health Mission 101"", ""connectionType"": ""Referral / introduced"", ""otherText"": """"}, {""connectionOrg"": ""Rural Care Initiative 81"", ""connectionType"": ""Met for the first time"", ""otherText"": """"}]",prachi.nair248@google.com,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,Prachi,Nair,Rural Care Initiative 76,6309155316,Government,https://linkedin.com/in/prachi-nair-248,Medical camp,Volunteer,Cardiology
Bengaluru,INDIA,Karnataka,"58, Health Street",[],luis.garcia249@quantiphi.com,11/13/2025,EVT-MED-2025-001,Community Medical Camp 2025,Luis,Garcia,Community Medical Foundation 130,6338293518,Other,https://linkedin.com/in/luis-garcia-249,Medical camp,Patient,Cardiology
Atlanta,UNITED STATES,Vijay,"98, Health Street","[{""connectionOrg"": ""Public Health Mission 17"", ""connectionType"": ""Reconnected / existing relationship"", ""otherText"": """"}, {""connectionOrg"": ""Public Health Mission 70"", ""connectionType"": ""Funding / partnership"", ""otherText"": """"}]",sana.jones250@srmist.in.edu,11/13/2025,EVT-MED-2025-001,Community Medical Camp 2025,Sana,Jones,Public Health Mission 5,6305307601,Government,https://linkedin.com/in/sana-jones-250,Medical camp,Patient,Pediatrics
Mumbai,INDIA,Maharashtra,"73, Health Street","[{""connectionOrg"": ""Rural Care Initiative 121"", ""connectionType"": ""Reconnected / existing relationship"", ""otherText"": """"}, {""connectionOrg"": ""Public Health Mission 137"", ""connectionType"": ""Referral / introduced"", ""otherText"": """"}]",vikram.nguyen251@google.com,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Vikram,Nguyen,OpenHands Health Trust,6355618606,Education,https://linkedin.com/in/vikram-nguyen-251,Medical camp,Patient,General
Delhi,INDIA,Delhi,"80, Health Street","[{""connectionOrg"": ""Urban Wellness Center 43"", ""connectionType"": ""Referral / introduced"", ""otherText"": """"}, {""connectionOrg"": ""Urban Wellness Center 35"", ""connectionType"": ""Referral / introduced"", ""otherText"": """"}]",luis.patel252@iu.edu,11/15/2025,EVT-MED-2025-001,Community Medical Camp 2025,Luis,Patel,Rural Care Initiative 114,6336422251,Government,https://linkedin.com/in/luis-patel-252,Medical camp,Patient,Pediatrics
Bengaluru,INDIA,Karnataka,"85, Health Street","[{""connectionOrg"": ""OpenDoor Medical Trust"", ""connectionType"": ""Met for the first time"", ""otherText"": """"}, {""connectionOrg"": ""Urban Wellness Center 87"", ""connectionType"": ""Other"", ""otherText"": """"}]",nithya.khan253@quantiphi.com,11/13/2025,EVT-MED-2025-001,Community Medical Camp 2025,Nithya,Khan,Public Health Mission 93,6394821761,Government,https://linkedin.com/in/nithya-khan-253,Medical camp,Doctor,General
Pune,INDIA,Maharashtra,"84, Health Street","[{""connectionOrg"": ""Urban Wellness Center 67"", ""connectionType"": ""Met for the first time"", ""otherText"": """"}, {""connectionOrg"": ""Regional Health Trust 196"", ""connectionType"": ""Other"", ""otherText"": """"}]",alex.garcia254yahoo.com,11/15/2025,EVT-MED-2025-001,Community Medical Camp 2025,Alex,Garcia,Wellness Way Org,6365718223,Government,https://linkedin.com/in/alex-garcia-254,Medical camp,Volunteer,Orthopedics
Seattle,UNITED STATES,Washington,"174, Health Street","[{""connectionOrg"": ""Regional Health Trust 139"", ""connectionType"": ""Other"", ""otherText"": """"}]",vikram.jones255@iu.edu,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,Vikram,Jones,Public Health Mission 102,6331019829,Government,https://linkedin.com/in/vikram-jones-255,Medical camp,Nurse,Pediatrics
BLOOMINGTON,UNITED STATES,INDIANA,"120, Health Street","[{""connectionOrg"": ""Rural Care Initiative 183"", ""connectionType"": ""Shared info / resources"", ""otherText"": """"}, {""connectionOrg"": ""Rural Care Initiative 159"", ""connectionType"": ""Other"", ""otherText"": """"}]",sahil.sharma256@amazon.com,11/13/2025,EVT-MED-2025-001,Community Medical Camp 2025,Sahil,Sharma,Rural Care Initiative 122,6391830699,Government,https://linkedin.com/in/sahil-sharma-256,Medical camp,Organizer,Cardiology
Bengaluru,INDIA,Karnataka,"161, Health Street","[{""connectionOrg"": ""Regional Health Trust 113"", ""connectionType"": ""Shared info / resources"", ""otherText"": """"}, {""connectionOrg"": ""Rural Care Initiative 81"", ""connectionType"": ""Shared info / resources"", ""otherText"": """"}]",kunal.sharma257@srmist.in.edu,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,Kunal,Sharma,Community Medical Foundation 118,6388099665,Government,https://linkedin.com/in/kunal-sharma-257,Medical camp,Volunteer,General
Seattle,UNITED STATES,Washington,"121, Health Street",[],vikram.singh258@srmist.in.edu,11/12/2025,EVT-MED-2025-001,Community Medical Camp 2025,Vikram,Singh,Harmony Health Network,6341462246,Non-profit,https://linkedin.com/in/vikram-singh-258,Medical camp,Doctor,Cardiology
BLOOMINGTON,UNITED STATES,INDIANA,"31, Health Street",[],dylan.iyer259@quantiphi.com,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Dylan,Iyer,Urban Wellness Center 72,6347158151,Other,https://linkedin.com/in/dylan-iyer-259,Medical camp,Doctor,Orthopedics
Bengaluru,INDIA,Karnataka,"190, Health Street","[{""connectionOrg"": ""Urban Wellness Center 145"", ""connectionType"": ""Met for the first time"", ""otherText"": """"}, {""connectionOrg"": ""Regional Health Trust 5"", ""connectionType"": ""Reconnected / existing relationship"", ""otherText"": """"}]",ananya.verma260@gmail.com,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,Ananya,Verma,Rural Care Initiative 112,6346722195,Business,https://linkedin.com/in/ananya-verma-260,Medical camp,Nurse,Dermatology
Los Angeles,UNITED STATES,Nowhere,"120, Health Street","[{""connectionOrg"": ""Community Medical Foundation 17"", ""connectionType"": ""Other"", ""otherText"": """"}]",luis.reddy261@srmist.in.edu,11/15/2025,EVT-MED-2025-001,Community Medical Camp 2025,Luis,Reddy,Urban Wellness Center 34,6348114667,Education,https://linkedin.com/in/luis-reddy-261,Medical camp,Volunteer,General
Los Angeles,UNITED STATES,Nowhere,"149, Health Street","[{""connectionOrg"": ""Regional Health Trust 160"", ""connectionType"": ""Shared info / resources"", ""otherText"": """"}]",meera.sharma262@iu.edu,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Meera,Sharma,Urban Wellness Center 3,6355498798,Government,https://linkedin.com/in/meera-sharma-262,Medical camp,Doctor,Dermatology
Bengaluru,INDIA,Karnataka,"84, Health Street","[{""connectionOrg"": ""Urban Wellness Center 119"", ""connectionType"": ""Met for the first time"", ""otherText"": """"}, {""connectionOrg"": ""Community Medical Foundation 87"", ""connectionType"": ""Reconnected / existing relationship"", ""otherText"": """"}]",priya.nguyen263@gmail.com,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Priya,Nguyen,Public Health Mission 150,6334385195,Community,https://linkedin.com/in/priya-nguyen-263,Medical camp,Patient,Dermatology
Delhi,INDIA,Delhi,"197, Health Street","[{""connectionOrg"": ""Urban Wellness Center 13"", ""connectionType"": ""Shared info / resources"", ""otherText"": """"}, {""connectionOrg"": ""Public Health Mission 5"", ""connectionType"": ""Reconnected / existing relationship"", ""otherText"": """"}]",kunal.verma264@amazon.com,11/15/2025,EVT-MED-2025-001,Community Medical Camp 2025,Kunal,Verma,Rural Care Initiative 50,6328470609,Government,https://linkedin.com/in/kunal-verma-264,Medical camp,Patient,Pediatrics
Los Vagas,UNITED STATES,Somewhere,"57, Health Street","[{""connectionOrg"": ""Regional Health Trust 127"", ""connectionType"": ""Reconnected / existing relationship"", ""otherText"": """"}, {""connectionOrg"": ""Public Health Mission 160"", ""connectionType"": ""Other"", ""otherText"": """"}]",alex.iyer265@srmist.in.edu,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Alex,Iyer,Urban Wellness Center 191,6365101145,Other,https://linkedin.com/in/alex-iyer-265,Medical camp,Organizer,Cardiology
Pune,INDIA,Maharashtra,"150, Health Street","[{""connectionOrg"": ""Community Medical Foundation 55"", ""connectionType"": ""Shared info / resources"", ""otherText"": """"}, {""connectionOrg"": ""Community Medical Foundation 118"", ""connectionType"": ""Referral / introduced"", ""otherText"": """"}]",dylan.deshmukh266@quantiphi.com,11/13/2025,EVT-MED-2025-001,Community Medical Camp 2025,Dylan,Deshmukh,Urban Wellness Center 144,6310521662,Government,https://linkedin.com/in/dylan-deshmukh-266,Medical camp,Nurse,Cardiology
Denver,UNITED STATES,Ajay,"44, Health Street","[{""connectionOrg"": ""Healthcare Horizons"", ""connectionType"": ""Referral / introduced"", ""otherText"": """"}, {""connectionOrg"": ""Rural Care Initiative 159"", ""connectionType"": ""Reconnected / existing relationship"", ""otherText"": """"}]",dylan.sharma267@amazon.com,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,Dylan,Sharma,Community Medical Foundation 80,6390182006,Business,https://linkedin.com/in/dylan-sharma-267,Medical camp,Patient,Pediatrics
BLOOMINGTON,UNITED STATES,INDIANA,"6, Health Street",[],luis.garcia268@google.com,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Luis,Garcia,Public Health Mission 71,6391422283,Community,https://linkedin.com/in/luis-garcia-268,Medical camp,Volunteer,Pediatrics
Mumbai,INDIA,Maharashtra,"177, Health Street","[{""connectionOrg"": ""PeopleFirst Health Org"", ""connectionType"": ""Shared info / resources"", ""otherText"": """"}]",sahil.khan269@amazon.com,11/15/2025,EVT-MED-2025-001,Community Medical Camp 2025,Sahil,Khan,Public Health Mission 113,6384294070,Other,https://linkedin.com/in/sahil-khan-269,Medical camp,Doctor,Cardiology
Los Vagas,UNITED STATES,Somewhere,"182, Health Street","[{""connectionOrg"": ""Community Medical Foundation 88"", ""connectionType"": ""Reconnected / existing relationship"", ""otherText"": """"}]",kunal.singh270@iu.edu,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Kunal,Singh,Community Medical Foundation 57,6384275192,Non-profit,https://linkedin.com/in/kunal-singh-270,Medical camp,Nurse,Orthopedics
Hyderabad,INDIA,Telangana,"170, Health Street",[],dylan.jones271@gmail.com,11/15/2025,EVT-MED-2025-001,Community Medical Camp 2025,Dylan,Jones,Urban Wellness Center 138,6378296626,Business,https://linkedin.com/in/dylan-jones-271,Medical camp,Nurse,Pediatrics
Delhi,INDIA,Delhi,"21, Health Street","[{""connectionOrg"": ""Urban Wellness Center 130"", ""connectionType"": ""Met for the first time"", ""otherText"": """"}]",vikram.deshmukh272@gmail.com,11/15/2025,EVT-MED-2025-001,Community Medical Camp 2025,Vikram,Deshmukh,Community Medical Foundation 162,6395904603,Community,https://linkedin.com/in/vikram-deshmukh-272,Medical camp,Organizer,General
Hyderabad,INDIA,Telangana,"95, Health Street","[{""connectionOrg"": ""Community Medical Foundation 69"", ""connectionType"": ""Other"", ""otherText"": """"}]",aarav.patel273@google.com,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Aarav,Patel,Regional Health Trust 86,6333030510,Non-profit,https://linkedin.com/in/aarav-patel-273,Medical camp,Organizer,Pediatrics
BLOOMINGTON,UNITED STATES,INDIANA,"99, Health Street","[{""connectionOrg"": ""Community Medical Foundation 36"", ""connectionType"": ""Referral / introduced"", ""otherText"": """"}, {""connectionOrg"": ""Rural Care Initiative 153"", ""connectionType"": ""Met for the first time"", ""otherText"": """"}]",luis.nair274@quantiphi.com,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,Luis,Nair,Community Medical Foundation 36,6320946997,Government,https://linkedin.com/in/luis-nair-274,Medical camp,Doctor,General
Atlanta,UNITED STATES,Vijay,"72, Health Street",[],aarav.khan275@iu.edu,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Aarav,Khan,Community Medical Foundation 139,6377260912,Other,https://linkedin.com/in/aarav-khan-275,Medical camp,Patient,Orthopedics
Los Angeles,UNITED STATES,Nowhere,"45, Health Street","[{""connectionOrg"": ""Regional Health Trust 148"", ""connectionType"": ""Reconnected / existing relationship"", ""otherText"": """"}, {""connectionOrg"": ""Rural Care Initiative 170"", ""connectionType"": ""Met for the first time"", ""otherText"": """"}]",aarav.jones276@gmail.com,11/15/2025,EVT-MED-2025-001,Community Medical Camp 2025,Aarav,Jones,Rural Care Initiative 140,6371984200,Education,https://linkedin.com/in/aarav-jones-276,Medical camp,Patient,Orthopedics
Hyderabad,INDIA,Telangana,"155, Health Street",[],vikram.khan277@iu.edu,11/12/2025,EVT-MED-2025-001,Community Medical Camp 2025,Vikram,Khan,Rural Care Initiative 36,6395751281,Government,https://linkedin.com/in/vikram-khan-277,Medical camp,Patient,Dermatology
Los Vagas,UNITED STATES,Somewhere,"40, Health Street",[],vikram.patel278@srmist.in.edu,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Vikram,Patel,Rural Care Initiative 115,6311448534,Community,https://linkedin.com/in/vikram-patel-278,Medical camp,Volunteer,Orthopedics
Pune,INDIA,Maharashtra,"188, Health Street","[{""connectionOrg"": ""Public Health Mission 161"", ""connectionType"": ""Met for the first time"", ""otherText"": """"}, {""connectionOrg"": ""StrongCare Clinics"", ""connectionType"": ""Shared info / resources"", ""otherText"": """"}]",michael.khan279yahoo.com,11/13/2025,EVT-MED-2025-001,Community Medical Camp 2025,Michael,Khan,Community Medical Foundation 37,6323850438,Government,https://linkedin.com/in/michael-khan-279,Medical camp,Organizer,General
Delhi,INDIA,Delhi,"83, Health Street","[{""connectionOrg"": ""Public Health Mission 50"", ""connectionType"": ""Funding / partnership"", ""otherText"": """"}]",luis.garcia280yahoo.com,11/12/2025,EVT-MED-2025-001,Community Medical Camp 2025,Luis,Garcia,Public Health Mission 44,6307049913,Non-profit,https://linkedin.com/in/luis-garcia-280,Medical camp,Nurse,Orthopedics
OKKAJ,INDIA,PLEASE SELECT ST,"34, Health Street","[{""connectionOrg"": ""Regional Health Trust 96"", ""connectionType"": ""Referral / introduced"", ""otherText"": """"}, {""connectionOrg"": ""Rural Care Initiative 47"", ""connectionType"": ""Referral / introduced"", ""otherText"": """"}]",nithya.patel281@iu.edu,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,NITHYA,P,Urban Wellness Center 170,6325334255,Education,LINK,Medical camp,Doctor,Dermatology
Bengaluru,INDIA,Karnataka,"98, Health Street",[],prachi.khan282@srmist.in.edu,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Prachi,Khan,Western Wellness Group,6350859071,Education,https://linkedin.com/in/prachi-khan-282,Medical camp,Doctor,Orthopedics
Los Angeles,UNITED STATES,Nowhere,"123, Health Street","[{""connectionOrg"": ""Urban Wellness Center 132"", ""connectionType"": ""Reconnected / existing relationship"", ""otherText"": """"}]",kunal.singh283@amazon.com,11/15/2025,EVT-MED-2025-001,Community Medical Camp 2025,Kunal,Singh,Public Health Mission 139,6370815921,Government,https://linkedin.com/in/kunal-singh-283,Medical camp,Nurse,Cardiology
Hyderabad,INDIA,Telangana,"24, Health Street","[{""connectionOrg"": ""Healing Touch Foundation"", ""connectionType"": ""Shared info / resources"", ""otherText"": """"}, {""connectionOrg"": ""Regional Health Trust 27"", ""connectionType"": ""Shared info / resources"", ""otherText"": """"}]",michael.deshmukh284yahoo.com,11/12/2025,EVT-MED-2025-001,Community Medical Camp 2025,Michael,Deshmukh,Community Medical Foundation 26,6319077136,Education,https://linkedin.com/in/michael-deshmukh-284,Medical camp,Volunteer,Orthopedics
Delhi,INDIA,Delhi,"59, Health Street",[],sana.khan285@iu.edu,11/12/2025,EVT-MED-2025-001,Community Medical Camp 2025,Sana,Khan,Rural Care Initiative 111,6386940734,Other,https://linkedin.com/in/sana-khan-285,Medical camp,Organizer,Cardiology
Seattle,UNITED STATES,Washington,"82, Health Street","[{""connectionOrg"": ""Community Medical Foundation 21"", ""connectionType"": ""Referral / introduced"", ""otherText"": """"}, {""connectionOrg"": ""Regional Health Trust 164"", ""connectionType"": ""Funding / partnership"", ""otherText"": """"}]",ananya.verma286@google.com,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Ananya,Verma,Community Medical Foundation 22,6356113947,Non-profit,https://linkedin.com/in/ananya-verma-286,Medical camp,Nurse,Cardiology
Pune,INDIA,Maharashtra,"120, Health Street",[],priya.patel287@srmist.in.edu,11/15/2025,EVT-MED-2025-001,Community Medical Camp 2025,Priya,Patel,Public Health Mission 83,6385025304,Education,https://linkedin.com/in/priya-patel-287,Medical camp,Organizer,General
Pune,INDIA,Maharashtra,"162, Health Street","[{""connectionOrg"": ""Rural Care Initiative 124"", ""connectionType"": ""Reconnected / existing relationship"", ""otherText"": """"}, {""connectionOrg"": ""Public Health Mission 138"", ""connectionType"": ""Met for the first time"", ""otherText"": """"}]",kunal.sharma288@amazon.com,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,Kunal,Sharma,Rural Care Initiative 70,6341542860,Education,https://linkedin.com/in/kunal-sharma-288,Medical camp,Organizer,Cardiology
Chennai,INDIA,Tamil Nadu,"27, Health Street",[],nithya.patel289@amazon.com,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Nithya,Patel,Rural Care Initiative 152,6376117607,Community,https://linkedin.com/in/nithya-patel-289,Medical camp,Doctor,Dermatology
Los Angeles,UNITED STATES,Nowhere,"156, Health Street",[],alex.sharma290@amazon.com,11/12/2025,EVT-MED-2025-001,Community Medical Camp 2025,Alex,Sharma,Regional Health Trust 91,6310261273,Government,https://linkedin.com/in/alex-sharma-290,Medical camp,Nurse,Dermatology
Atlanta,UNITED STATES,Vijay,"15, Health Street",[],dylan.sharma291yahoo.com,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Dylan,Sharma,Urban Wellness Center 43,6357394937,Community,https://linkedin.com/in/dylan-sharma-291,Medical camp,Volunteer,Pediatrics
BLOOMINGTON,UNITED STATES,INDIANA,"193, Health Street",[],aarav.deshmukh292@amazon.com,11/15/2025,EVT-MED-2025-001,Community Medical Camp 2025,Aarav,Deshmukh,Community Medical Foundation 142,6345106136,Other,https://linkedin.com/in/aarav-deshmukh-292,Medical camp,Nurse,Pediatrics
Bengaluru,INDIA,Karnataka,"54, Health Street","[{""connectionOrg"": ""Urban Wellness Center 62"", ""connectionType"": ""Shared info / resources"", ""otherText"": """"}, {""connectionOrg"": ""Rural Care Initiative 151"", ""connectionType"": ""Referral / introduced"", ""otherText"": """"}]",luis.deshmukh293@iu.edu,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,Luis,Deshmukh,Public Health Mission 8,6355403717,Non-profit,https://linkedin.com/in/luis-deshmukh-293,Medical camp,Patient,Orthopedics
BLOOMINGTON,UNITED STATES,INDIANA,"57, Health Street","[{""connectionOrg"": ""Rural Care Initiative 134"", ""connectionType"": ""Reconnected / existing relationship"", ""otherText"": """"}]",sana.reddy294@amazon.com,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Sana,Reddy,Community Medical Foundation 12,6391334439,Business,https://linkedin.com/in/sana-reddy-294,Medical camp,Doctor,Cardiology
Chennai,INDIA,Tamil Nadu,"37, Health Street",[],priya.reddy295yahoo.com,11/16/2025,EVT-MED-2025-001,Community Medical Camp 2025,Priya,Reddy,Rural Care Initiative 66,6337374245,Government,https://linkedin.com/in/priya-reddy-295,Medical camp,Organizer,General
Denver,UNITED STATES,Ajay,"146, Health Street","[{""connectionOrg"": ""Public Health Mission 117"", ""connectionType"": ""Shared info / resources"", ""otherText"": """"}, {""connectionOrg"": ""Community Medical Foundation 11"", ""connectionType"": ""Other"", ""otherText"": """"}]",kunal.nair296@google.com,11/12/2025,EVT-MED-2025-001,Community Medical Camp 2025,Kunal,Nair,Community Medical Foundation 178,6333097756,Community,https://linkedin.com/in/kunal-nair-296,Medical camp,Nurse,General
OKKAJ,INDIA,PLEASE SELECT ST,"89, Health Street","[{""connectionOrg"": ""Regional Health Trust 33"", ""connectionType"": ""Funding / partnership"", ""otherText"": """"}, {""connectionOrg"": ""CareSource Initiative"", ""connectionType"": ""Met for the first time"", ""otherText"": """"}]",michael.khan297yahoo.com,11/14/2025,EVT-MED-2025-001,Community Medical Camp 2025,MICHAEL,K,Urban Wellness Center 39,6305654007,Non-profit,LINK,Medical camp,Patient,Orthopedics
Atlanta,UNITED STATES,Vijay,"136, Health Street",[],alex.verma298@quantiphi.com,11/12/2025,EVT-MED-2025-001,Community Medical Camp 2025,Alex,Verma,Regional Health Trust 129,6301213822,Business,https://linkedin.com/in/alex-verma-298,Medical camp,Organizer,Orthopedics
Los Angeles,UNITED STATES,Nowhere,"143, Health Street","[{""connectionOrg"": ""Regional Health Trust 76"", ""connectionType"": ""Referral / introduced"", ""otherText"": """"}]",dylan.gupta299yahoo.com,11/12/2025,EVT-MED-2025-001,Community Medical Camp 2025,Dylan,Gupta,Community Medical Foundation 178,6321718221,Education,https://linkedin.com/in/dylan-gupta-299,Medical camp,Doctor,Cardiology
